"","Species","Oxygen","Gram","Motility","MedianGC","antimicrobial_susceptibility","optimal_temp","optimal_ph","pathogenicity"
"4212","Staphylococcusxylosus","Facultative anaerobe","Gram+","0",NA,NA,NA,NA,2
"4213","Stecheriaintestinalis",NA,NA,NA,NA,NA,NA,NA,NA
"4214","Stenotrophomonasacidaminiphila",NA,NA,NA,NA,NA,NA,NA,NA
"4215","Stenotrophomonasbentonitica",NA,NA,NA,NA,NA,NA,NA,NA
"4216","Stenotrophomonaschelatiphaga",NA,NA,NA,NA,NA,NA,NA,NA
"4217","Stenotrophomonascyclobalanopsidis",NA,NA,NA,NA,NA,NA,NA,NA
"4218","Stenotrophomonasdaejeonensis",NA,NA,NA,NA,NA,NA,NA,NA
"4219","StenotrophomonasgeniculataATCC19374JCM13324",NA,NA,NA,NA,NA,NA,NA,NA
"4220","Stenotrophomonasmaltophilia","Aerobe","Gram-","0",4427,NA,NA,NA,2
"4221","Stenotrophomonasnematodicola",NA,NA,NA,NA,NA,NA,NA,NA
"4222","Stenotrophomonasnitritireducens",NA,NA,NA,NA,NA,NA,NA,NA
"4223","Stenotrophomonaspanacihumi",NA,NA,NA,NA,NA,NA,NA,NA
"4224","Stenotrophomonaspavanii",NA,NA,NA,NA,NA,NA,NA,NA
"4225","StenotrophomonaspictorumJCM9942",NA,NA,NA,NA,NA,NA,NA,NA
"4226","Stenotrophomonasrhizophila",NA,NA,NA,NA,NA,NA,NA,NA
"4227","Stenotrophomonasterrae",NA,NA,NA,NA,NA,NA,NA,NA
"4228","Stomatobaculumlongum","Anaerobe","Gram+","Nonmotile",2141,1,37,6.2,NA
"4229","Streptacidiphilusneutrinimicus",NA,NA,NA,NA,NA,NA,NA,NA
"4230","Streptococcusacidominimus",NA,NA,NA,NA,NA,NA,NA,NA
"4231","StreptococcusagalactiaeATCC13813",NA,NA,NA,NA,NA,NA,NA,NA
"4232","Streptococcusalactolyticus",NA,NA,NA,NA,NA,NA,NA,NA
"4233","Streptococcusanginosus","Facultative anaerobe","Gram+","0",NA,NA,NA,NA,2
"4234","StreptococcusanginosusSK52DSM20563","Facultative anaerobe","Gram+","Nonmotile",1948,NA,NA,NA,NA
"4235","Streptococcusanginosussubspwhileyi",NA,NA,NA,NA,NA,NA,NA,NA
"4236","Streptococcusaustralis","Facultative anaerobe","Gram+","0",NA,NA,NA,NA,NA
"4237","StreptococcusaustralisATCC700641","Facultative anaerobe","Gram+","0",2083,NA,NA,NA,NA
"4238","Streptococcuscaballi",NA,NA,NA,NA,NA,NA,NA,NA
"4239","Streptococcuscaprae",NA,NA,NA,NA,NA,NA,NA,NA
"4240","Streptococcuscatagoni",NA,NA,NA,NA,NA,NA,NA,NA
"4241","Streptococcuschenjunshii",NA,NA,NA,NA,NA,NA,NA,NA
"4242","Streptococcusconstellatus",NA,NA,NA,NA,NA,NA,NA,NA
"4243","Streptococcusconstellatussubsppharyngis",NA,NA,NA,NA,NA,NA,NA,NA
"4244","StreptococcusconstellatussubsppharyngisSK1060CCUG46377","Facultative anaerobe","Gram+","0",2509,NA,NA,NA,NA
"4245","StreptococcusconstellatussubspviborgensisSK1359",NA,NA,NA,NA,NA,NA,NA,NA
"4246","Streptococcuscriceti",NA,NA,NA,NA,NA,NA,NA,NA
"4247","Streptococcuscristatus","Facultative anaerobe","Gram+","0",NA,NA,NA,NA,NA
"4248","StreptococcuscristatusAS13089",NA,NA,NA,NA,NA,NA,NA,NA
"4249","StreptococcuscristatusATCC51100","Facultative anaerobe","Gram+","0",2019,NA,NA,NA,NA
"4250","Streptococcuscuniculipharyngis",NA,NA,NA,NA,NA,NA,NA,NA
"4251","Streptococcusdanieliae","Facultative anaerobe","Gram+","",NA,NA,NA,NA,NA
"4252","Streptococcusdentasini",NA,NA,NA,NA,NA,NA,NA,NA
"4253","Streptococcusdentirousetti",NA,NA,NA,NA,NA,NA,NA,NA
"4254","Streptococcusdidelphis",NA,NA,NA,NA,NA,NA,NA,NA
"4255","StreptococcusdowneiMFe28","Facultative anaerobe","Gram+","0",NA,NA,NA,NA,NA
"4256","Streptococcusdownii",NA,NA,NA,NA,NA,NA,NA,NA
"4257","Streptococcusdysgalactiaesubspequisimilis",NA,NA,NA,NA,NA,NA,NA,NA
"4258","Streptococcusequinus",NA,NA,NA,NA,NA,NA,NA,NA
"4259","StreptococcusequinusATCC9812","Facultative anaerobe","Gram+","Nonmotile",1836,NA,NA,NA,NA
"4260","Streptococcusferus",NA,NA,NA,NA,NA,NA,NA,NA
"4261","Streptococcusgallinaceus",NA,NA,NA,NA,NA,NA,NA,NA
"4262","Streptococcusgordonii",NA,NA,NA,NA,NA,NA,NA,NA
"4263","Streptococcushalichoeri",NA,NA,NA,NA,NA,NA,NA,NA
"4264","Streptococcushimalayensis",NA,NA,NA,NA,NA,NA,NA,NA
"4265","Streptococcushongkongensis",NA,NA,NA,NA,NA,NA,NA,NA
"4266","Streptococcusilei","Facultative anaerobe","Gram+","Nonmotile",1944,NA,NA,NA,NA
"4267","Streptococcusinfantarius",NA,NA,NA,NA,NA,NA,NA,NA
"4268","StreptococcusinfantisATCC700779","Facultative anaerobe","Gram+","Nonmotile",1979,NA,NA,NA,NA
"4269","Streptococcusiniae",NA,NA,NA,NA,NA,NA,NA,NA
"4270","Streptococcusintermedius",NA,NA,NA,NA,NA,NA,NA,NA
"4271","Streptococcuskoreensis",NA,NA,NA,NA,NA,NA,NA,NA
"4272","Streptococcuslactarius",NA,NA,NA,NA,NA,NA,NA,NA
"4273","Streptococcusloxodontisalivarius",NA,NA,NA,NA,NA,NA,NA,NA
"4274","Streptococcuslutetiensis","Facultative anaerobe","Gram+","0",1843,1,37,NA,2
"4275","Streptococcusmacedonicus",NA,NA,NA,NA,NA,NA,NA,NA
"4276","Streptococcusmitis",NA,NA,NA,NA,NA,NA,NA,NA
"4277","Streptococcusmoroccensis",NA,NA,NA,NA,NA,NA,NA,NA
"4278","Streptococcusmutans","Facultative anaerobe","Gram+","Nonmotile",NA,1,NA,NA,NA
"4279","StreptococcusoralisATCC35037","Facultative anaerobe","Gram+","Nonmotile",1826,NA,NA,NA,NA
"4280","StreptococcusoralissubsptigurinusAZ3a",NA,NA,NA,NA,NA,NA,NA,NA
"4281","Streptococcusoriloxodontae",NA,NA,NA,NA,NA,NA,NA,NA
"4282","Streptococcusoriscaviae",NA,NA,NA,NA,NA,NA,NA,NA
"4283","Streptococcusovuberis",NA,NA,NA,NA,NA,NA,NA,NA
"4284","Streptococcuspanodentis",NA,NA,NA,NA,NA,NA,NA,NA
"4285","StreptococcusparasanguinisATCC15912","Facultative anaerobe","Gram+","Nonmotile",2102,NA,NA,NA,NA
"4286","Streptococcusparasuis",NA,NA,NA,NA,NA,NA,NA,NA
"4287","Streptococcusparauberis",NA,NA,NA,NA,NA,NA,NA,NA
"4288","Streptococcuspasteurianus","Facultative anaerobe","Gram+","0",NA,1,NA,NA,NA
"4289","Streptococcuspenaeicida",NA,NA,NA,NA,NA,NA,NA,NA
"4290","Streptococcusperiodonticum",NA,NA,NA,NA,NA,NA,NA,NA
"4291","StreptococcusperorisATCC700780","Facultative anaerobe","Gram+","0",1675,NA,NA,NA,NA
"4292","Streptococcusphocae",NA,NA,NA,NA,NA,NA,NA,NA
"4293","Streptococcusphocaesubspsalmonis",NA,NA,NA,NA,NA,NA,NA,NA
"4294","Streptococcuspluranimalium",NA,NA,NA,NA,NA,NA,NA,NA
"4295","Streptococcusporcinus",NA,NA,NA,NA,NA,NA,NA,NA
"4296","Streptococcusporcorum",NA,NA,NA,NA,NA,NA,NA,NA
"4297","Streptococcuspyogenes",NA,NA,NA,NA,NA,NA,NA,NA
"4298","Streptococcusrifensis",NA,NA,NA,NA,NA,NA,NA,NA
"4299","Streptococcusrubneri",NA,NA,NA,NA,NA,NA,NA,NA
"4300","Streptococcusrupicaprae",NA,NA,NA,NA,NA,NA,NA,NA
"4301","Streptococcussalivarius","Facultative anaerobe","Gram+","Nonmotile",NA,1,37,NA,2
"4302","Streptococcussaliviloxodontae",NA,NA,NA,NA,NA,NA,NA,NA
"4303","Streptococcussanguinis",NA,NA,NA,NA,NA,NA,NA,NA
"4304","StreptococcussanguinisSK1NCTC7863","Facultative anaerobe","Gram+","Nonmotile",2290,NA,NA,NA,NA
"4305","Streptococcusshenyangsis",NA,NA,NA,NA,NA,NA,NA,NA
"4306","Streptococcussinensis",NA,NA,NA,NA,NA,NA,NA,NA
"4307","Streptococcussobrinus",NA,NA,NA,NA,NA,NA,NA,NA
"4308","Streptococcussuis",NA,NA,NA,NA,NA,NA,NA,NA
"4309","Streptococcussymci",NA,NA,NA,NA,NA,NA,NA,NA
"4310","Streptococcustangierensis",NA,NA,NA,NA,NA,NA,NA,NA
"4311","Streptococcusthermophilus",NA,NA,NA,NA,NA,NA,NA,NA
"4312","Streptococcustimonensis","","Gram+","",NA,NA,NA,NA,NA
"4313","Streptococcustoyakuensis",NA,NA,NA,NA,NA,NA,NA,NA
"4314","Streptococcustroglodytae",NA,NA,NA,NA,NA,NA,NA,NA
"4315","Streptococcusuberis",NA,NA,NA,NA,NA,NA,NA,NA
"4316","Streptococcusurinalis",NA,NA,NA,NA,NA,NA,NA,NA
"4317","Streptococcusvaginalis",NA,NA,NA,NA,NA,NA,NA,NA
"4318","StreptococcusvestibularisATCC49124","Facultative anaerobe","Gram+","0",1920,NA,NA,NA,NA
"4319","Streptococcusvicugnae",NA,NA,NA,NA,NA,NA,NA,NA
"4320","Streptococcusvulneris",NA,NA,NA,NA,NA,NA,NA,NA
"4321","Streptomycesacidicola",NA,NA,NA,NA,NA,NA,NA,NA
"4322","Streptomycesalbiaxialis",NA,NA,NA,NA,NA,NA,NA,NA
"4323","Streptomycesalfalfae",NA,NA,NA,NA,NA,NA,NA,NA
"4324","Streptomycesalkaliterrae",NA,NA,NA,NA,NA,NA,NA,NA
"4325","Streptomycesamphotericinicus",NA,NA,NA,NA,NA,NA,NA,NA
"4326","Streptomycesandamanensis",NA,NA,NA,NA,NA,NA,NA,NA
"4327","Streptomycesantibioticalis",NA,NA,NA,NA,NA,NA,NA,NA
"4328","Streptomycesaridus",NA,NA,NA,NA,NA,NA,NA,NA
"4329","Streptomycesasenjonii",NA,NA,NA,NA,NA,NA,NA,NA
"4330","Streptomycesaureus",NA,NA,NA,NA,NA,NA,NA,NA
"4331","Streptomycesbambusae",NA,NA,NA,NA,NA,NA,NA,NA
"4332","Streptomycesbroussonetiae",NA,NA,NA,NA,NA,NA,NA,NA
"4333","Streptomycescolonosanans",NA,NA,NA,NA,NA,NA,NA,NA
"4334","Streptomycesendocoffeicus",NA,NA,NA,NA,NA,NA,NA,NA
"4335","Streptomyceserumpens",NA,NA,NA,NA,NA,NA,NA,NA
"4336","Streptomycesfabae",NA,NA,NA,NA,NA,NA,NA,NA
"4337","Streptomycesfagopyri",NA,NA,NA,NA,NA,NA,NA,NA
"4338","Streptomycesfukangensis",NA,NA,NA,NA,NA,NA,NA,NA
"4339","Streptomycesgardneri",NA,NA,NA,NA,NA,NA,NA,NA
"4340","Streptomycesgossypiisoli",NA,NA,NA,NA,NA,NA,NA,NA
"4341","Streptomycesgriseus",NA,NA,NA,NA,NA,NA,NA,NA
"4342","Streptomycesharenosi",NA,NA,NA,NA,NA,NA,NA,NA
"4343","Streptomyceshuasconensis",NA,NA,NA,NA,NA,NA,NA,NA
"4344","Streptomyceshuiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"4345","Streptomyceshydrogenans",NA,NA,NA,NA,NA,NA,NA,NA
"4346","Streptomyceslasiicapitis",NA,NA,NA,NA,NA,NA,NA,NA
"4347","Streptomycesliangshanensis",NA,NA,NA,NA,NA,NA,NA,NA
"4348","Streptomyceslunaelactis",NA,NA,NA,NA,NA,NA,NA,NA
"4349","Streptomycesmarianii",NA,NA,NA,NA,NA,NA,NA,NA
"4350","Streptomycesmonticola",NA,NA,NA,NA,NA,NA,NA,NA
"4351","Streptomycesmutabilis",NA,NA,NA,NA,NA,NA,NA,NA
"4352","Streptomycesniveiscabiei",NA,NA,NA,NA,NA,NA,NA,NA
"4353","Streptomycesnymphaeiformis",NA,NA,NA,NA,NA,NA,NA,NA
"4354","Streptomycespanacagri",NA,NA,NA,NA,NA,NA,NA,NA
"4355","Streptomycespolygonati",NA,NA,NA,NA,NA,NA,NA,NA
"4356","Streptomycespratensis",NA,NA,NA,NA,NA,NA,NA,NA
"4357","Streptomycesrhizosphaericola",NA,NA,NA,NA,NA,NA,NA,NA
"4358","Streptomycesroseirectus",NA,NA,NA,NA,NA,NA,NA,NA
"4359","Streptomycesseptentrionalis",NA,NA,NA,NA,NA,NA,NA,NA
"4360","Streptomycessilvae",NA,NA,NA,NA,NA,NA,NA,NA
"4361","Streptomycesspongiicola",NA,NA,NA,NA,NA,NA,NA,NA
"4362","Streptomycestorulosus",NA,NA,NA,NA,NA,NA,NA,NA
"4363","Streptomycestyphae",NA,NA,NA,NA,NA,NA,NA,NA
"4364","Streptomycesvenetus",NA,NA,NA,NA,NA,NA,NA,NA
"4365","StreptomycesvenezuelaeATCC10712",NA,NA,NA,NA,NA,NA,NA,NA
"4366","Streptomycesverrucosisporus",NA,NA,NA,NA,NA,NA,NA,NA
"4367","Streptomyceswistariopsis",NA,NA,NA,NA,NA,NA,NA,NA
"4368","Streptosporangiumalbum",NA,NA,NA,NA,NA,NA,NA,NA
"4369","Streptosporangiumcorydalis",NA,NA,NA,NA,NA,NA,NA,NA
"4370","Streptosporangiumfenghuangense",NA,NA,NA,NA,NA,NA,NA,NA
"4371","Streptosporangiumkronopolitis",NA,NA,NA,NA,NA,NA,NA,NA
"4372","Streptosporangiumsonchi",NA,NA,NA,NA,NA,NA,NA,NA
"4373","Stutzerimonaschloritidismutans",NA,NA,NA,NA,NA,NA,NA,NA
"4374","Stutzerimonaskunmingensis",NA,NA,NA,NA,NA,NA,NA,NA
"4375","Stutzerimonasstutzeri","Aerobe","Gram-","Motile",NA,NA,NA,NA,NA
"4376","StutzerimonasstutzeriATCC17588LMG11199","Aerobe","Gram-","Motile",4287,NA,NA,NA,NA
"4377","Stutzerimonasxanthomarina",NA,NA,NA,NA,NA,NA,NA,NA
"4378","Subdoligranulumvariabile",NA,NA,NA,NA,NA,NA,NA,NA
"4379","Subtercolalobariae",NA,NA,NA,NA,NA,NA,NA,NA
"4380","Subtercolavilae",NA,NA,NA,NA,NA,NA,NA,NA
"4381","SuccinatimonashippeiYIT12066","Obligate anaerobe","Gram-","Nonmotile",2223,NA,NA,NA,NA
"4382","Succiniclasticumruminis","Anaerobe","Gram-","0",2504,NA,NA,NA,NA
"4383","Succinispiramobilis",NA,NA,NA,NA,NA,NA,NA,NA
"4384","Succinivibriodextrinosolvens",NA,NA,NA,NA,NA,NA,NA,NA
"4385","Suipraeoptansintestinalis",NA,NA,NA,NA,NA,NA,NA,NA
"4386","Sulfurifustisvariabilis",NA,NA,NA,NA,NA,NA,NA,NA
"4387","Sulfurimonasgotlandica",NA,NA,NA,NA,NA,NA,NA,NA
"4388","Sunxiuqiniarutila",NA,NA,NA,NA,NA,NA,NA,NA
"4389","Superficieibacterelectus",NA,NA,NA,NA,NA,NA,NA,NA
"4390","Sutcliffiellacatenulata",NA,NA,NA,NA,NA,NA,NA,NA
"4391","Sutcliffiellacohnii",NA,NA,NA,NA,NA,NA,NA,NA
"4392","Sutcliffielladeserti",NA,NA,NA,NA,NA,NA,NA,NA
"4393","Sutterellafaecalis",NA,NA,NA,NA,NA,NA,NA,NA
"4394","Sutterellamassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"4395","Sutterellamegalosphaeroides",NA,NA,NA,NA,NA,NA,NA,NA
"4396","SutterellaparvirubraYIT11816","Anaerobe","Gram-","0",2550,NA,NA,NA,NA
"4397","Sutterellaseckii",NA,NA,NA,NA,NA,NA,NA,NA
"4398","Sutterellastercoricanis",NA,NA,NA,NA,NA,NA,NA,NA
"4399","Sutterellatimonensis",NA,NA,NA,NA,NA,NA,NA,NA
"4400","Sutterellawadsworthensis","Anaerobe","Gram-","0",NA,NA,NA,NA,2
"4401","Swingsiasamuiensis",NA,NA,NA,NA,NA,NA,NA,NA
"4402","Swionibacillussediminis",NA,NA,NA,NA,NA,NA,NA,NA
"4403","Symbiobacteriumterraclitae",NA,NA,NA,NA,NA,NA,NA,NA
"4404","Symbiobacteriumthermophilum",NA,NA,NA,NA,NA,NA,NA,NA
"4405","Symbiopectobacteriumpurcellii",NA,NA,NA,NA,NA,NA,NA,NA
"4406","Synergistesjonesii","Obligate anaerobe","Gram-","0",2643,NA,NA,NA,NA
"4407","Syntrophobotulusglycolicus",NA,NA,NA,NA,NA,NA,NA,NA
"4408","Syntrophococcussucromutans",NA,NA,NA,NA,NA,NA,NA,NA
"4409","Syntrophomonascurvata",NA,NA,NA,NA,NA,NA,NA,NA
"4410","Syntrophomonaspalmitatica",NA,NA,NA,NA,NA,NA,NA,NA
"4411","Syntrophomonassapovorans",NA,NA,NA,NA,NA,NA,NA,NA
"4412","Syntrophomonaswolfei",NA,NA,NA,NA,NA,NA,NA,NA
"4413","SyntrophomonaszehnderiOL4",NA,NA,NA,NA,NA,NA,NA,NA
"4414","SyntrophorhabdusaromaticivoransUI",NA,NA,NA,NA,NA,NA,NA,NA
"4415","Syntrophotaleaacetylenivorans",NA,NA,NA,NA,NA,NA,NA,NA
"4416","SyntrophotaleacarbinolicaDSM2380",NA,NA,NA,NA,NA,NA,NA,NA
"4417","Taibaiellalutea",NA,NA,NA,NA,NA,NA,NA,NA
"4418","Tannerellaforsythia","Anaerobe","Gram-","Nonmotile",2808,1,37,NA,NA
"4419","Tannockellakyphosi",NA,NA,NA,NA,NA,NA,NA,NA
"4420","Tatumellacitrea",NA,NA,NA,NA,NA,NA,NA,NA
"4421","TatumellaptyseosATCC33301","0","Gram-","0",3405,NA,NA,NA,NA
"4422","Tatumellapunctata",NA,NA,NA,NA,NA,NA,NA,NA
"4423","Tatumellasaanichensis",NA,NA,NA,NA,NA,NA,NA,NA
"4424","Tatumellaterrea",NA,NA,NA,NA,NA,NA,NA,NA
"4425","Telluribacterhumicola",NA,NA,NA,NA,NA,NA,NA,NA
"4426","Tenebrionibacterintestinalis",NA,NA,NA,NA,NA,NA,NA,NA
"4427","Tenebrionicolalarvae",NA,NA,NA,NA,NA,NA,NA,NA
"4428","Tepidamorphusgemmatus",NA,NA,NA,NA,NA,NA,NA,NA
"4429","Tepidibactermesophilus",NA,NA,NA,NA,NA,NA,NA,NA
"4430","Tepidibacterthalassicus",NA,NA,NA,NA,NA,NA,NA,NA
"4431","Tepidibaculumsaccharolyticum",NA,NA,NA,NA,NA,NA,NA,NA
"4432","Tepidiformabonchosmolovskayae",NA,NA,NA,NA,NA,NA,NA,NA
"4433","Tepidimicrobiumferriphilum",NA,NA,NA,NA,NA,NA,NA,NA
"4434","Tepidimicrobiumxylanilyticum",NA,NA,NA,NA,NA,NA,NA,NA
"4435","Tepidimonasarfidensis",NA,NA,NA,NA,NA,NA,NA,NA
"4436","Tepidimonastaiwanensis",NA,NA,NA,NA,NA,NA,NA,NA
"4437","Tepidisphaeramucosa",NA,NA,NA,NA,NA,NA,NA,NA
"4438","Terribacillushalophilus",NA,NA,NA,NA,NA,NA,NA,NA
"4439","Terribacillussaccharophilus",NA,NA,NA,NA,NA,NA,NA,NA
"4440","Terrihabitanssoli",NA,NA,NA,NA,NA,NA,NA,NA
"4441","Terrimicrobiumsacchariphilum",NA,NA,NA,NA,NA,NA,NA,NA
"4442","TerrisporobacterglycolicusATCC14880DSM1288","Anaerobe","Gram+","Motile",3918,NA,NA,NA,NA
"4443","Terrisporobactermayombei","0","Gram+","0",NA,NA,NA,NA,NA
"4444","Terrisporobacterpetrolearius",NA,NA,NA,NA,NA,NA,NA,NA
"4445","Tessaracoccusarenae",NA,NA,NA,NA,NA,NA,NA,NA
"4446","Tessaracoccuscoleopterorum",NA,NA,NA,NA,NA,NA,NA,NA
"4447","Tessaracoccuslapidicaptus",NA,NA,NA,NA,NA,NA,NA,NA
"4448","Tessaracoccusoleiagri",NA,NA,NA,NA,NA,NA,NA,NA
"4449","Tessaracoccusprofundi",NA,NA,NA,NA,NA,NA,NA,NA
"4450","Tessaracoccustimonensis",NA,NA,NA,NA,NA,NA,NA,NA
"4451","Tetragenococcuskoreensis","Facultative anaerobe","Gram+","0",NA,NA,NA,NA,NA
"4452","Tetragenococcussolitarius",NA,NA,NA,NA,NA,NA,NA,NA
"4453","Thainemasalinarum",NA,NA,NA,NA,NA,NA,NA,NA
"4454","Thalassobaculumfulvum",NA,NA,NA,NA,NA,NA,NA,NA
"4455","ThalassobaculumlitoreumDSM18839",NA,NA,NA,NA,NA,NA,NA,NA
"4456","Thalassobaculumsalexigens",NA,NA,NA,NA,NA,NA,NA,NA
"4457","Thalassotaleaalgicola",NA,NA,NA,NA,NA,NA,NA,NA
"4458","Thalassotalealoyana",NA,NA,NA,NA,NA,NA,NA,NA
"4459","Thalassotaleaprofundi",NA,NA,NA,NA,NA,NA,NA,NA
"4460","Thaueraterpenica",NA,NA,NA,NA,NA,NA,NA,NA
"4461","Thermaerobacterlitoralis",NA,NA,NA,NA,NA,NA,NA,NA
"4462","Thermaerobactermarianensis",NA,NA,NA,NA,NA,NA,NA,NA
"4463","ThermaerobactermarianensisDSM12885",NA,NA,NA,NA,NA,NA,NA,NA
"4464","Thermaerobacternagasakiensis",NA,NA,NA,NA,NA,NA,NA,NA
"4465","Thermaerobactersubterraneus",NA,NA,NA,NA,NA,NA,NA,NA
"4466","Thermanaerosceptrumfracticalcis",NA,NA,NA,NA,NA,NA,NA,NA
"4467","Thermanaerovibriovelox",NA,NA,NA,NA,NA,NA,NA,NA
"4468","Thermaurantimonasaggregans",NA,NA,NA,NA,NA,NA,NA,NA
"4469","Thermicanusaegyptius",NA,NA,NA,NA,NA,NA,NA,NA
"4470","Thermincolacarboxydiphila",NA,NA,NA,NA,NA,NA,NA,NA
"4471","Thermoanaerobacteriumaotearoense",NA,NA,NA,NA,NA,NA,NA,NA
"4472","ThermoanaerobacteriumthermosaccharolyticumDSM571",NA,NA,NA,NA,NA,NA,NA,NA
"4473","Thermoclostridiumcaenicola",NA,NA,NA,NA,NA,NA,NA,NA
"4474","Thermoclostridiumstercorarium",NA,NA,NA,NA,NA,NA,NA,NA
"4475","Thermoclostridiumstercorariumsubspleptospartum",NA,NA,NA,NA,NA,NA,NA,NA
"4476","Thermodesulforhabdusnorvegica",NA,NA,NA,NA,NA,NA,NA,NA
"4477","Thermoflavifilumthermophilum",NA,NA,NA,NA,NA,NA,NA,NA
"4478","Thermoguttaterrifontis",NA,NA,NA,NA,NA,NA,NA,NA
"4479","Thermoleophilumalbum",NA,NA,NA,NA,NA,NA,NA,NA
"4480","Thermoleophilumminutum",NA,NA,NA,NA,NA,NA,NA,NA
"4481","Thermomarinilinealacunifontana",NA,NA,NA,NA,NA,NA,NA,NA
"4482","Thermomonascarbonis",NA,NA,NA,NA,NA,NA,NA,NA
"4483","Thermomonashydrothermalis",NA,NA,NA,NA,NA,NA,NA,NA
"4484","Thermomonaskoreensis",NA,NA,NA,NA,NA,NA,NA,NA
"4485","Thermonemalapsum",NA,NA,NA,NA,NA,NA,NA,NA
"4486","Thermonemarossianum",NA,NA,NA,NA,NA,NA,NA,NA
"4487","Thermophilibactergallinarum",NA,NA,NA,NA,NA,NA,NA,NA
"4488","Thermophilibactermediterraneus",NA,NA,NA,NA,NA,NA,NA,NA
"4489","Thermophilibacterprovencensis",NA,NA,NA,NA,NA,NA,NA,NA
"4490","Thermosyntrophalipolytica",NA,NA,NA,NA,NA,NA,NA,NA
"4491","Thermosyntrophatengcongensis",NA,NA,NA,NA,NA,NA,NA,NA
"4492","Thermotaleametallivorans",NA,NA,NA,NA,NA,NA,NA,NA
"4493","Thermusscotoductus","Facultative","Gram-","0",NA,NA,81.5,NA,NA
"4494","Thermusthermamylovorans",NA,NA,NA,NA,NA,NA,NA,NA
"4495","Thermusthermophilus",NA,NA,NA,NA,NA,NA,NA,NA
"4496","ThermusthermophilusHB8",NA,NA,NA,NA,NA,NA,NA,NA
"4497","Thioclavaatlantica",NA,NA,NA,NA,NA,NA,NA,NA
"4498","Thioclavanitratireducens",NA,NA,NA,NA,NA,NA,NA,NA
"4499","Thiohalobacterthiocyanaticus",NA,NA,NA,NA,NA,NA,NA,NA
"4500","Thiomicrorhabdusarctica",NA,NA,NA,NA,NA,NA,NA,NA
"4501","Thiomicrorhabduschilensis",NA,NA,NA,NA,NA,NA,NA,NA
"4502","Thioprofundumlithotrophicum",NA,NA,NA,NA,NA,NA,NA,NA
"4503","Thomasclaveliacocleata","Anaerobe","Gram+","Nonmotile",2838,NA,NA,NA,NA
"4504","Thomasclaveliaramosa","0","Gram+","0",NA,NA,NA,NA,NA
"4505","Thomasclaveliasaccharogumia",NA,NA,NA,NA,NA,NA,NA,NA
"4506","Thomasclaveliaspiroformis",NA,NA,NA,NA,NA,NA,NA,NA
"4507","ThomasclaveliaspiroformisDSM1552","Anaerobe","Gram+","Motile",2538,NA,NA,NA,NA
"4508","Tidjanibactermassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"4509","Tigrinifilumfloridanum",NA,NA,NA,NA,NA,NA,NA,NA
"4510","Tildeniellatorsiva",NA,NA,NA,NA,NA,NA,NA,NA
"4511","Tindalliacaliforniensis",NA,NA,NA,NA,NA,NA,NA,NA
"4512","Tindalliamagadiensis",NA,NA,NA,NA,NA,NA,NA,NA
"4513","Tindalliatexcoconensis",NA,NA,NA,NA,NA,NA,NA,NA
"4514","Tissierellacarlieri",NA,NA,NA,NA,NA,NA,NA,NA
"4515","Tissierellacreatinini",NA,NA,NA,NA,NA,NA,NA,NA
"4516","Tissierellapigra",NA,NA,NA,NA,NA,NA,NA,NA
"4517","Tissierellasimiarum",NA,NA,NA,NA,NA,NA,NA,NA
"4518","Tistrellamobilis",NA,NA,NA,NA,NA,NA,NA,NA
"4519","Tolumonasauensis",NA,NA,NA,NA,NA,NA,NA,NA
"4520","Trabulsiellaguamensis",NA,NA,NA,NA,NA,NA,NA,NA
"4521","Tractidigestivibacterscatoligenes",NA,NA,NA,NA,NA,NA,NA,NA
"4522","Traorellamassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"4523","Treponemaputidum",NA,NA,NA,NA,NA,NA,NA,NA
"4524","TreponemasuccinifaciensDSM2489","Anaerobe","Gram-","Motile",2786,NA,NA,NA,NA
"4525","TrichlorobacterlovleyiSZ",NA,NA,NA,NA,NA,NA,NA,NA
"4526","Trichlorobacterthiogenes",NA,NA,NA,NA,NA,NA,NA,NA
"4527","TrueperaradiovictrixDSM17093",NA,NA,NA,NA,NA,NA,NA,NA
"4528","Trueperellaabortisuis",NA,NA,NA,NA,NA,NA,NA,NA
"4529","Trueperellabernardiae",NA,NA,NA,NA,NA,NA,NA,NA
"4530","Trueperellapyogenes",NA,NA,NA,NA,NA,NA,NA,NA
"4531","Tsuneonellaflava",NA,NA,NA,NA,NA,NA,NA,NA
"4532","Tsuneonellamangrovi",NA,NA,NA,NA,NA,NA,NA,NA
"4533","Tsuneonellasuprasediminis",NA,NA,NA,NA,NA,NA,NA,NA
"4534","Tumebacillusflagellatus",NA,NA,NA,NA,NA,NA,NA,NA
"4535","Tumebacillusginsengisoli",NA,NA,NA,NA,NA,NA,NA,NA
"4536","Tunicatimonaspelagia",NA,NA,NA,NA,NA,NA,NA,NA
"4537","Turicibacterbilis",NA,NA,NA,NA,NA,NA,NA,NA
"4538","Turicibactersanguinis","Anaerobe","Gram+","0",NA,1,37,7.5,1
"4539","Turicimonasmuris","0","Gram-","0",2634,NA,NA,NA,NA
